,name,rating,reviews,highly rated for,critically rated for,details,jobs
11,Aramex,3.9,322,Salary & Benefits,Promotions / Appraisal,Logistics | 1k-5k Employees | 42 years old | Dubai +49 more,322
12,Zealous Services,3.4,322,"Salary & Benefits, Promotions / Appraisal, Work Satisfaction",,Design | 501-1k Employees | 17 years old | Chennai +5 more,322
13,Kunal Structure,3.7,322,"Promotions / Appraisal, Job Security",,Real Estate | 201-500 Employees | 18 years old | Ahmedabad +24 more,322
14,Mrs Bector's Food Specialities,4.0,322,Skill Development / Learning,Promotions / Appraisal,FMCG | 1k-5k Employees | Public | 46 years old | Gurgaon +51 more,322
15,Vedanta Limited,4.0,322,"Salary & Benefits, Job Security, Skill Development / Learning",,Metals & Mining | 10k-50k Employees | Forbes Global 2000 | Jharsuguda +38 more,322
16,Alankit,2.9,322,"Promotions / Appraisal, Salary & Benefits, Job Security",,Financial Services | 1k-5k Employees | Public | 33 years old | Delhi/NCR +37 more,322
17,Expertrons,3.9,322,"Skill Development / Learning, Company Culture, Promotions / Appraisal",,Education & Training | 201-500 Employees | Startup | 5 years old | Mumbai +8 more,322
18,Lanco Infratech,4.4,321,"Work Satisfaction, Work Life Balance, Skill Development / Learning",,Engineering & Construction | 5k-10k Employees | Public | 38 years old | Gurgaon/Gurugram +29 more,321
19,Accion Labs,3.7,321,Work Life Balance,,IT Services & Consulting | 1k-5k Employees | 13 years old | Bridgeville +13 more,321
0,Harman Finochem,3.3,321,"Promotions / Appraisal, Company Culture, Salary & Benefits",,Pharma | 501-1k Employees | 41 years old | Mumbai +10 more,321
1,Kirloskar Ferrous Industries,4.1,321,"Job Security, Skill Development / Learning, Company Culture","Salary & Benefits, Promotions / Appraisal",Iron & Steel | 1k-5k Employees | Public | 33 years old | Koppal +14 more,321
2,ASM Technologies,3.4,321,"Promotions / Appraisal, Job Security, Work Satisfaction",,Engineering & Construction | 1k-5k Employees | Public | 32 years old | Bangalore/Bengaluru +17 more,321
3,PULSUS HealthTech Group,3.7,321,"Salary & Benefits, Promotions / Appraisal",,Printing & Publishing | 501-1k Employees | Public | 40 years old | London +6 more,321
4,Seoyon E-hwa Automotive,3.9,321,Skill Development / Learning,"Promotions / Appraisal, Salary & Benefits",Auto Components | 51-200 Employees | 52 years old | Seoul +17 more,321
5,Alfanar,4.1,320,"Work Life Balance, Salary & Benefits, Job Security",Promotions / Appraisal,Electronics Manufacturing | 201-500 Employees | 48 years old | Riyadh +29 more,320
6,Hema Engineering Industries,3.7,320,"Promotions / Appraisal, Salary & Benefits, Job Security",,Auto Components | 501-1k Employees | 40 years old | Gurgaon/Gurugram +22 more,320
7,Teradata,4.1,320,"Work Life Balance, Company Culture, Salary & Benefits",,Software Product | 1k-5k Employees | 45 years old | San Diego +8 more,320
8,Omax Autos,3.8,320,"Job Security, Promotions / Appraisal, Salary & Benefits",,Auto Components | 201-500 Employees | Public | 41 years old | Gurgaon/Gurugram +17 more,320
9,Agro Tech Foods,4.2,320,"Work Life Balance, Job Security, Company Culture",,FMCG | 501-1k Employees | Public | 38 years old | Gurgaon/Gurugram +57 more,320
10,Balmer Lawrie,3.8,320,Job Security,Promotions / Appraisal,Packaging | 501-1k Employees | Central | 157 years old | Kolkata +29 more,320
11,1 India Family Mart,3.8,320,Skill Development / Learning,Promotions / Appraisal,Retail | 201-500 Employees | Startup | 12 years old | Gurgaon +58 more,320
12,HUDL,3.4,320,"Promotions / Appraisal, Skill Development / Learning, Salary & Benefits",,Software Product | 1k-5k Employees | 18 years old | Lincoln +12 more,320
13,Sany Heavy Industry,3.8,319,Salary & Benefits,Promotions / Appraisal,Industrial Machinery | 1k-5k Employees | Forbes Global 2000 | 35 years old | Beijing +44 more,319
14,Sheela Foam,4.2,319,"Company Culture, Work Life Balance, Job Security",Promotions / Appraisal,Furniture & Furnishing | 1k-5k Employees | Public | 53 years old | Delhi/NCR +78 more,319
15,Aloha Technology,3.3,319,"Company Culture, Work Life Balance, Work Satisfaction",,IT Services & Consulting | 501-1k Employees | 21 years old | Pune +11 more,319
16,Flowserve,4.0,319,"Job Security, Company Culture, Work Life Balance",Promotions / Appraisal,Industrial Machinery | 1k-5k Employees | 27 years old | Irving +13 more,319
17,TotalEnergies,3.9,319,Job Security,Promotions / Appraisal,Oil & Gas | 1k-5k Employees | Forbes Global 2000 | 100 years old | Paris +58 more,319
18,Global Healthcare Billing Partners,3.5,319,"Company Culture, Promotions / Appraisal, Salary & Benefits",,BPO | 1k-5k Employees | 25 years old | Chennai +6 more,319
19,Myk Laticrete,4.2,319,"Work Life Balance, Skill Development / Learning, Job Security",,Building Material | 1k-5k Employees | 24 years old | Hyderabad/Secunderabad +56 more,319
0,Aloha Technology,3.3,319,"Company Culture, Work Life Balance, Work Satisfaction",,IT Services & Consulting | 501-1k Employees | 21 years old | Pune +11 more,319
1,L. N. Malviya Infra Projects Group,3.3,319,"Salary & Benefits, Promotions / Appraisal, Job Security",,Engineering & Construction | 1k-5k Employees | 14 years old | Bhopal +88 more,319
2,Miles Education - CPA & CMA Review (Hyderabad),4.2,319,"Skill Development / Learning, Company Culture, Work Satisfaction",,EdTech | 501-1k Employees | 13 years old | Bengaluru/Bangalore +13 more,319
3,Uplers,4.2,319,"Company Culture, Work Life Balance, Job Security",,Internet | 501-1k Employees | 12 years old | Ahmedabad +11 more,319
4,NCCCL,3.3,318,"Salary & Benefits, Promotions / Appraisal, Company Culture",,Engineering & Construction | 1k-5k Employees | 78 years old | Mumbai +24 more,318
5,ETA Engineering,3.4,318,"Salary & Benefits, Job Security, Work Life Balance",,Engineering & Construction | 501-1k Employees | 30 years old | Chennai +24 more,318
6,Anthem Biosciences,4.0,318,"Job Security, Salary & Benefits, Promotions / Appraisal",Company Culture,Pharma | 1k-5k Employees | 18 years old | Bangalore/Bengaluru +10 more,318
7,Meyer Organics,3.6,318,"Promotions / Appraisal, Salary & Benefits, Skill Development / Learning",,Pharma | 1k-5k Employees | 42 years old | Thane +51 more,318
8,Indorama,3.9,318,"Job Security, Work Life Balance",Promotions / Appraisal,Fashion & Textile | 51-200 Employees | Forbes Global 2000 | 49 years old | Jakarta +28 more,318
9,Self Practice,4.3,318,"Skill Development / Learning, Work Satisfaction, Work Life Balance",,Analytics & KPO | New Delhi +96 more,318
10,ARMSOFTECH.AIR,3.6,318,"Promotions / Appraisal, Salary & Benefits",,IT Services & Consulting | 201-500 Employees | 7 years old | Chennai +12 more,318
11,Realty Assistant,4.2,318,"Skill Development / Learning, Company Culture, Work Satisfaction",,Internet | 201-500 Employees | 5 years old | Noida +12 more,318
12,ReSource Pro,4.2,318,"Company Culture, Skill Development / Learning, Salary & Benefits",,BPO | 501-1k Employees | 21 years old | Bangalore/Bengaluru +4 more,318
13,Aster Dm Healthcare,3.7,318,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",,Healthcare | 1k-5k Employees | Public | 37 years old | Dubai +27 more,318
14,The Park Hotels,4.1,317,"Job Security, Skill Development / Learning, Company Culture",,Hospitality | 1k-5k Employees | 57 years old | Kolkata +19 more,317
15,Writer Safe Guard,3.6,317,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",,Law Enforcement & Security | 5k-10k Employees | 23 years old | Mumbai +75 more,317
16,Rakuten,3.8,317,"Company Culture, Job Security, Work Life Balance",Promotions / Appraisal,IT Services & Consulting | 1k-5k Employees | Forbes Global 2000 | 27 years old | San Mateo +9 more,317
17,RedBus,4.4,317,"Company Culture, Job Security, Work Life Balance",,Internet | 1k-5k Employees | 18 years old | Bangalore +15 more,317
18,Kolte Patil Developers,4.1,317,"Work Life Balance, Company Culture, Salary & Benefits",Promotions / Appraisal,Real Estate | 1k-5k Employees | Public | 33 years old | Pune +8 more,317
19,EID Parry (India),4.3,317,"Job Security, Company Culture, Work Satisfaction",,Food Processing | 1k-5k Employees | Public | 236 years old | Chennai +27 more,317
0,Tetra Pak,4.3,317,"Company Culture, Job Security, Salary & Benefits",,Packaging | 1k-5k Employees | Fortune India 500 | 37 years old | Pully +13 more,317
1,Kirloskar Toyota Textile Machinery,4.4,316,"Company Culture, Job Security, Work Life Balance",,Industrial Machinery | 201-500 Employees | 29 years old | Bangalore/Bengaluru +7 more,316
2,Toshiba JSW Power Systems,4.3,316,"Salary & Benefits, Work Life Balance, Company Culture",Job Security,Industrial Machinery | 501-1k Employees | Conglomerate | 11 years old | Chiyoda-ku +13 more,316
3,Aurionpro Solutions,3.7,316,"Promotions / Appraisal, Skill Development / Learning",,Software Product | 1k-5k Employees | Public | 27 years old | Mumbai +32 more,316
4,Groupm Media,4.0,316,"Job Security, Company Culture, Work Life Balance",Promotions / Appraisal,Marketing & Advertising | 1k-5k Employees | Public | 21 years old | New York +18 more,316
5,Celebal Technologies,2.8,316,"Promotions / Appraisal, Salary & Benefits, Job Security",,IT Services & Consulting | 1k-5k Employees | Startup | 9 years old | Jaipur +13 more,316
6,Oda Class,3.6,316,"Job Security, Work Life Balance, Promotions / Appraisal",,EdTech | 501-1k Employees | Startup | 7 years old | Bengaluru/Bangalore +7 more,316
7,Indian Bank,3.3,315,Job Security,"Work Life Balance, Company Culture, Work Satisfaction",Banking | 10k-50k Employees | Fortune India 500 | 117 years old | Chennai +75 more,315
8,Sapiens,3.6,315,Job Security,"Promotions / Appraisal, Skill Development / Learning, Work Satisfaction",IT Services & Consulting | 1k-5k Employees | Conglomerate | 42 years old | Holon +8 more,315
9,Competent Software,3.8,315,Salary & Benefits,"Promotions / Appraisal, Job Security, Skill Development / Learning",IT Services & Consulting | 1k-5k Employees (Global) | 32 years old | Delhi/NCR +8 more,315
10,Caparo Maruti,3.9,315,Skill Development / Learning,,Auto Components | 501-1k Employees | 30 years old | Gurgaon/Gurugram +15 more,315
11,Venkateshwara Hatcheries,3.8,314,Job Security,"Promotions / Appraisal, Salary & Benefits",Food Processing | 201-500 Employees | 53 years old | Pune +43 more,314
12,Kyungshin Industrial Motherson,3.2,314,"Salary & Benefits, Promotions / Appraisal, Company Culture",,Electrical Equipment | 201-500 Employees | 27 years old | Chennai +11 more,314
13,India Nippon Electricals,4.0,314,"Job Security, Company Culture, Skill Development / Learning",,Auto Components | 501-1k Employees | Public | 40 years old | Hosur +21 more,314
14,Tsys Card Tech Services,4.3,314,"Work Life Balance, Job Security, Company Culture",,FinTech | 1k-5k Employees | 40 years old | Columbus +6 more,314
15,Essar Projects India,4.1,314,"Work Life Balance, Company Culture",Promotions / Appraisal,Engineering & Construction | 5k-10k Employees | Public | 55 years old | Mumbai +38 more,314
16,Dana India,4.1,314,"Company Culture, Skill Development / Learning, Work Life Balance",Promotions / Appraisal,Auto Components | 1k-5k Employees | 120 years old | Maumee +16 more,314
17,Online Legal India,4.8,314,"Company Culture, Skill Development / Learning, Work Life Balance",,Legal | 501-1k Employees | Startup | 5 years old | Kolkata +5 more,314
18,Webskitters,4.5,313,"Skill Development / Learning, Company Culture, Job Security",,IT Services & Consulting | 501-1k Employees | 14 years old | Kolkata +3 more,313
19,Narayana e-Techno School,3.5,313,"Promotions / Appraisal, Work Life Balance, Salary & Benefits",,Education & Training | 501-1k Employees | 12 years old | Hyderabad +54 more,313
0,Magma HDI General Insurance,4.0,313,"Work Life Balance, Salary & Benefits, Job Security",,Insurance | 1k-5k Employees | 12 years old | Mumbai +72 more,313
1,Shivalik Small Finance Bank,3.8,313,Promotions / Appraisal,,Banking | 501-1k Employees | 27 years old | Noida +18 more,313
2,SOLAR INDUSTRIES INDIA,3.8,313,Job Security,Promotions / Appraisal,Chemicals | 1k-5k Employees | Public | 29 years old | Nagpur +32 more,313
3,Groupon,3.4,312,"Job Security, Promotions / Appraisal, Skill Development / Learning",,Internet | 1k-5k Employees | 16 years old | Chicago +9 more,312
4,Majesco,3.8,312,"Promotions / Appraisal, Job Security, Skill Development / Learning",,IT Services & Consulting | 1k-5k Employees | Public | 42 years old | Morristown +7 more,312
5,Gilbarco Veeder Root,3.7,312,"Promotions / Appraisal, Job Security, Work Satisfaction",,Industrial Machinery | 201-500 Employees | 159 years old | Greensboro +40 more,312
6,Zoomcar,3.8,312,Work Life Balance,"Job Security, Promotions / Appraisal",Internet | 1k-5k Employees | Startup | 12 years old | Bangalore +29 more,312
7,ELGI Equipments,3.8,312,Job Security,"Promotions / Appraisal, Salary & Benefits",Industrial Machinery | 1k-5k Employees | Public | 64 years old | Coimbatore +25 more,312
8,Christian Medical College,4.3,312,"Skill Development / Learning, Job Security, Company Culture",,Education & Training | 5k-10k Employees | 124 years old | Vellore +24 more,312
9,Supr Daily,4.1,312,"Skill Development / Learning, Salary & Benefits",Job Security,Internet | 11-50 Employees | Startup | 9 years old | Bangalore +24 more,312
10,ERA Group,3.8,311,Skill Development / Learning,,Power | 1k-5k Employees | Public | 34 years old | Mumbai +37 more,311
11,CommScope,3.7,311,Work Life Balance,Promotions / Appraisal,Telecom | 1k-5k Employees | 48 years old | North carolina +15 more,311
12,Exicom,4.0,311,"Work Life Balance, Job Security",Promotions / Appraisal,Semiconductors | 1k-5k Employees | Public | 30 years old | Gurgaon +19 more,311
13,Gaurs Group,4.2,311,"Work Life Balance, Work Satisfaction, Job Security",,Real Estate | 1k-5k Employees | Public | 29 years old | Ghaziabad +10 more,311
14,Novartis Healthcare,4.0,311,"Work Life Balance, Company Culture, Job Security",Promotions / Appraisal,Pharma | 51-200 Employees | Public | 28 years old | Mumbai +24 more,311
15,Gtpl Broadband,3.8,311,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",,Telecom | 1k-5k Employees (Global) | 18 years old | Ahemdabad +40 more,311
16,AccorHotels,4.4,311,"Company Culture, Work Life Balance, Skill Development / Learning",,Hospitality | 5k-10k Employees | Forbes Global 2000 | 57 years old | Paris +34 more,311
17,Action Tesa,3.8,310,Job Security,"Promotions / Appraisal, Salary & Benefits",Building Material | 1k-5k Employees | 54 years old | New Delhi +32 more,310
18,Allianz Partners,3.7,310,Job Security,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",Insurance | 1k-5k Employees | 10 years old | Saint-Ouen +13 more,310
19,Kuwait National Petroleum Company,4.4,310,"Work Life Balance, Company Culture, Work Satisfaction",,Oil & Gas | 51-200 Employees | Public | 64 years old | Al Ahmadi +14 more,310
0,Ramco Industries,4.2,310,"Job Security, Work Life Balance, Company Culture",Promotions / Appraisal,Building Material | 1k-5k Employees | Public | 32 years old | Chennai +57 more,310
1,Cosmo Films,3.8,310,Job Security,"Promotions / Appraisal, Salary & Benefits",Packaging | 1k-5k Employees | Public | 43 years old | Delhi/NCR +9 more,310
2,Aarti Drugs,3.9,310,Skill Development / Learning,"Salary & Benefits, Promotions / Appraisal",Pharma | 201-500 Employees | Public | 40 years old | Mumbai +12 more,310
3,Kuwait National Petroleum Company,4.4,310,"Work Life Balance, Company Culture, Work Satisfaction",,Oil & Gas | 51-200 Employees | Public | 64 years old | Al Ahmadi +14 more,310
4,Thought Focus,3.8,310,"Promotions / Appraisal, Skill Development / Learning",,IT Services & Consulting | 1k-5k Employees | 20 years old | Milwaukee +7 more,310
5,Laxmi Organic Industries,4.0,310,"Job Security, Skill Development / Learning, Company Culture",,Chemicals | 501-1k Employees | Public | 32 years old | Mumbai +12 more,310
6,Hamdard,4.0,310,Work Life Balance,Promotions / Appraisal,Food Processing | 501-1k Employees | 118 years old | Delhi/NCR +56 more,310
7,SRM University,3.8,309,Promotions / Appraisal,,Education & Training | 1k-5k Employees | 39 years old | Chennai +22 more,309
8,Jaipur Rugs,4.5,309,"Skill Development / Learning, Company Culture, Work Life Balance",,Furniture & Furnishing | 501-1k Employees | 46 years old | Jaipur +13 more,309
9,BUSINESSNEXT (Formerly known as CRMNEXT) under Acidaes Solutions Private Limited,3.4,309,"Work Satisfaction, Skill Development / Learning, Work Life Balance",,IT Services & Consulting | 1k-5k Employees | 23 years old | Noida +6 more,309
